Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1854|2002988|240|2022-03-01|98DA0610-B6B9-41A5-B739-2EC299A0CF19|FCA|USD|16098.39|16098.39|USA| |383354643|MERITOR HEAVY VEHICLES SYSTEMS LLC|WEST MAPLE ROAD||2135|48084|TROY|2022-03-11 14:40:04|
3694|2011110|750|2022-02-26|11c821de-a703-4aed-ab12-85b252733e9f|DAP|USD|1083.35|1083.35|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2004215|240||COVE2251PGD76|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-31 13:01:13|
3694|2011110|750|2022-02-22|5299ed8c-f639-495f-abbc-336f07ab63bb|DAP|USD|5123.75|5123.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-14|c27ca8f6-942b-46a2-8ca7-5db7652ecc0e|DAP|USD|9087.88|9087.88|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011110|750|2022-02-26|cfce6853-fd04-4a79-927f-99f0e1095d75|DAP|USD|8875.24|8875.24|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011106|750|2022-02-14|9374ac84-22e6-4c1c-910f-fa904babf17f|DAP|USD|22501.79|22501.79|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3694|2011124|750|2022-02-01|67efb77e-0792-469f-95a7-894e7ef72ef9|DAP|USD|40557.34|40557.34|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2003134|240||COVE2250HMXO8|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:36:08|
3995|2004222|240||COVE2251PGTU4|FCA| |0.00|0.00| | |362435662|GENERAL KINEMATICS CORP.||||||2022-03-31 13:03:09|
3694|2011110|750|2022-02-17|7057fe5c-dcd0-4ca1-8960-41e465bbf068|DAP|USD|24103.59|24103.59|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-02|9152842f-65d9-4b8b-9906-d890e401f507|DAP|USD|4099.00|4099.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|6e537880-851c-4314-9a32-57fdcd48cf6d|DAP|USD|6304.55|6304.55|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-01|c803b8ae-428d-4ea7-a431-45d175804e34|DAP|USD|14517.03|14517.03|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011118|750|2022-02-11|9a9bb296-9110-40d5-8805-ee4bb357a37c|DAP|USD|46245.43|46245.43|USA| |36-2691823|POWERBRACE CORPORATION|60TH AVE|S/N|7640|53142|KENOSHA|2022-03-14 19:05:02|
3995|2003126|240||COVE2250HQ7B4|FCA| |0.00|0.00| | |630995716|LAEMPE REICH CORPORATION||||||2022-03-17 18:35:09|
3694|2011109|750|2022-02-02|6e8b5224-a81c-4348-aa1d-91bc52aeb672|DAP|USD|10222.18|10222.18|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2004215|240||COVE2251PGD32|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-31 13:01:13|
3995|2004178|240|2022-03-28|21205f78-49e3-4d2d-b758-23b07fd725d7|FCA|USD|2462.94|2462.94|USA| |13-3369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE||12001|48150|LIVONIA|2022-03-29 13:27:05|
3694|2011118|750|2022-02-18|2d68a701-7582-4ebc-b183-a9e1ec5f867b|DAP|USD|42397.38|42397.38|USA| |36-2691823|POWERBRACE CORPORATION|60TH AVE|S/N|7640|53142|KENOSHA|2022-03-14 19:05:02|
3995|2003893|240||COVE22511EG13|FCA| |0.00|0.00| | |73-1486411|GOFF, INC.||||||2022-03-24 12:27:04|
3995|2002933|240||COVE224ZB7CR3|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 19:21:06|
3694|2011119|750|2022-02-16|779faa56-5989-4874-b09c-40ef7a6d5e07|DAP|USD|5769.01|5769.01|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011110|750|2022-02-14|2e1668a3-1f6d-407a-8f09-0788bab66158|DAP|USD|13510.62|13510.62|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003860|240||COVE22511E5E4|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 12:27:03|
3995|2002556|240||COVE224ZCB205|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:18:05|
3694|2011110|750|2022-02-23|ab9c088d-7930-4aa7-8c28-a2b0340a8d14|DAP|USD|3723.30|3723.30|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-11|d8bf1397-1dc3-440c-936e-06a3bc085552|DAP|USD|37181.75|37181.75|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-09|226721f7-a4a8-4d56-a72f-60780b966116|DAP|USD|1318.71|1318.71|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|2faa4310-116a-4ef2-a401-c293a8e1ee87|DAP|USD|12297.00|12297.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3200|2001820|470|2022-03-10|948e349a-099f-40aa-8d1d-8c30ff6f854e|DDP|USD|1730.98|1730.98|KOR| |1018116406|HYUNDAI MOBIS CO. LTD|TEHERAN-RO||203|06141|GANGNAM-GU|2022-03-11 13:53:09|
3694|2011111|750|2022-02-09|df52dbca-c9bb-474c-a4e1-a5c14e655404|DAP|USD|4097.15|4097.15|CHE| |CHE367148844|DANA MANUFACTURING SWITZERLAND GMBH|RIEDSTRASSE|12|11|6330|CHAM|2022-03-08 09:54:00|
3694|2011110|750|2022-02-01|75388def-c529-4aef-85f1-102f49125687|DAP|USD|3959.19|3959.19|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-07|75900f24-f85d-492e-9462-443390f5c6bc|DAP|USD|7941.26|7941.26|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
1854|2002777|240|2022-02-22|8E4FFBCC-D5B7-4401-9871-CD59CCD2954B|FCA|USD|28310.74|28310.74|USA| |383354643|MERITOR HEAVY VEHICLES SYSTEMS LLC|WEST MAPLE ROAD||2135|48084|TROY|2022-03-04 14:47:02|
3694|2011110|750|2022-02-16|b881d261-6b4f-4ffa-83db-4c74808c7074|DAP|USD|14178.58|14178.58|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-17|7be262a6-d43e-4f1c-8bd8-b26f3d83ede7|DAP|USD|6204.47|6204.47|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2003047|240|2022-03-08|2f20d9c7-391c-4103-b56d-5e0cca3b8c9c|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-09 17:50:08|
3694|2011110|750|2022-02-17|22daab6f-07ab-44ce-a3b6-4ed942850652|DAP|USD|4964.40|4964.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011108|750|2022-02-03|e3ddb963-5cd5-4726-9f0e-f8e71b209a41|DAP|USD|692.67|692.67|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-14 17:30:03|
3995|2002931|240||COVE224ZAB3A7|DAP| |0.00|0.00| | |742689025|SANDTEX INTERNATIONAL CORP||||||2022-03-03 17:15:02|
3694|2011110|750|2022-02-25|2cc6214f-29bc-4e1f-956f-01cdf3f8d3be|DAP|USD|8322.66|8322.66|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|3f9c7ef6-d489-4c85-9ca0-b107594c4c64|DAP|USD|19795.95|19795.95|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003132|240||COVE2250HKDT8|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:34:36|
3694|2011110|750|2022-02-23|ad737c9c-1135-432e-9217-4b4cbbbf8ec9|DAP|USD|3959.19|3959.19|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-24|4943b6ab-03a4-458a-b83c-96b3c4804bd3|DAP|USD|7941.26|7941.26|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3187|2000294|170||COVE214JIAJR5|EXW| |0.00|0.00| | |31-0643264|ALLIED MINERAL PRODUCTS, LLC||||||2022-03-10 10:09:00|
3694|2011110|750|2022-02-24|6798a529-191f-42b5-ab21-845260419840|DAP|USD|11868.39|11868.39|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|59547b4e-6c38-4c16-9ab0-62e9a7943c13|DAP|USD|11054.14|11054.14|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-01|45823d90-940c-4ec2-b48f-3d4892324f62|DAP|USD|41403.40|41403.40|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-28|ea9a03cb-f82c-4586-a6ad-19d8c32a615e|DAP|USD|2220.06|2220.06|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|e1fabae4-fd13-48ae-bcad-a6d169b64950|DAP|USD|2330.60|2330.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-16|def04607-bbdc-41c4-9a26-d3a673caadc4|DAP|USD|30032.73|30032.73|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3187|2000276|170||COVE224Z7LGZ2|FCA| |0.00|0.00| | |31-0643264|ALLIED MINERAL PRODUCTS,INC.||||||2022-03-02 18:05:01|
3995|2002911|240||COVE224ZC1K48|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:16:01|
3694|2011110|750|2022-02-03|3daff03b-0392-448c-861a-bdadd6ca82b6|DAP|USD|5123.75|5123.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011119|750|2022-02-24|07b32cc6-68ae-46a1-900f-e45becc82094|DAP|USD|3918.93|3918.93|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011110|750|2022-02-02|4f61360d-e748-49b0-b3b7-460915d5026c|DAP|USD|9925.01|9925.01|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-16|3dff996c-7cdc-40cc-a191-50a4a1385d7d|DAP|USD|27321.00|27321.00|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2003127|240||COVE2250HTJA6|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:38:16|
3995|2002881|240||COVE224Z30AG1|DAP| |0.00|0.00| | |203000183|MERASI, LLC||||||2022-03-01 16:39:03|
3694|2011110|750|2022-02-14|166d54ff-ff99-42db-8201-5ee999cfe614|DAP|USD|19850.01|19850.01|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011113|750|2022-02-16|8842b54c-e94b-43fc-b0a2-01c52a940105|DAP|USD|5550.14|5550.14|LUX| |20112443887|JOHN DEERE MEXICO, SARL|AVENUE JOHN F. KENNEDY||43|L-1855|LUXEMBURGO|2022-03-08 15:02:00|
3694|2011117|750|2022-02-03|4ba8aad3-3b02-4f3c-b436-64191310509f|DAP|USD|47486.72|47486.72|SGP| |201410941H|FAST WIN PTE. LIMITED|331 NORTH BRIDGE ROAD|03|12|188720|ODEON TOWERS|2022-03-07 11:00:00|
3694|2011124|750|2022-02-18|d2f48bfc-e934-4107-b983-676b4e4218ef|DAP|USD|44087.27|44087.27|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-09|de70f989-6a5d-4d8c-88d2-6fcd848869a8|DAP|USD|10950.48|10950.48|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|3aa57c96-ee6b-4311-81a4-ec0fc99a0b42|DAP|USD|27110.40|27110.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011111|750|2022-02-08|ae607ea1-04c1-435b-a4a2-ffac765e26ee|DAP|USD|11400.00|11400.00|CHE| |CHE367148844|DANA MANUFACTURING SWITZERLAND GMBH|RIEDSTRASSE|12|11|6330|CHAM|2022-03-08 09:54:00|
3694|2011124|750|2022-02-21|f8d491e4-df75-4d57-aea0-c57300f63fee|DAP|USD|42086.59|42086.59|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011114|750|2022-02-24|25f42c85-643f-42d9-8696-646ecad09154|DAP|USD|15672.42|15672.42|LUX| |20112443887|JOHN DEERE MEXICO, SARL|AVENUE JOHN F. KENNEDY||43|L-1855|LUXEMBURGO|2022-03-08 15:01:00|
3694|2011114|750|2022-02-02|37da0594-d319-4181-b3ad-f38d03aedc61|DAP|USD|15728.19|15728.19|LUX| |20112443887|JOHN DEERE MEXICO, SARL|AVENUE JOHN F. KENNEDY||43|L-1855|LUXEMBURGO|2022-03-08 15:01:00|
3694|2011110|750|2022-02-17|bdc85629-468f-4d70-b125-faa02907802d|DAP|USD|13527.45|13527.45|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|acef540b-f59b-4ae3-9536-6d099adf25dd|DAP|USD|2521.82|2521.82|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-02|a6a30cdd-c96d-49a7-b8cc-1d1a4fed0b27|DAP|USD|14893.20|14893.20|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-23|f547facc-9dba-4afb-bd88-919effae3c89|DAP|USD|26479.09|26479.09|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-04|4ee56c2d-78f5-407e-955c-42c92eb4b661|DAP|USD|31534.93|31534.93|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2002932|240||COVE224ZC50G8|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:17:03|
3995|2000103|240||COVE224ZAMM85|FCA| |0.00|0.00| | |DE812243137|K + D FLUX-TECHNIC GMBH + CO.KG||||||2022-03-03 11:53:02|
3995|2002911|240||COVE224ZC1JT6|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:16:01|
3694|2011110|750|2022-02-09|3614fd25-495f-4e88-aece-5c343b09ea0d|DAP|USD|6205.50|6205.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-26|ac0fdf61-72e3-45eb-ae77-5edb02d851ee|DAP|USD|42273.84|42273.84|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011109|750|2022-02-01|cc3c1320-05ff-4239-80f8-0d756e8eb5dc|DAP|USD|9001.17|9001.17|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2003253|240|2022-03-09|b3387460-204c-4409-92bc-2a2fe711aeda|FCA|USD|33205.00|33205.00|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-09 17:48:06|
3694|2011110|750|2022-02-04|ffd86468-3a30-4800-828d-6ce69ef6dff3|DAP|USD|3220.65|3220.65|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-16|0f13c368-d78f-4f64-9b5b-dbc225e05317|DAP|USD|3220.65|3220.65|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002562|240||COVE224ZCE6T2|FCA| |0.00|0.00| | |63-0737260|RENO REFRACTORIES, INC||||||2022-03-03 17:20:07|
3694|2011110|750|2022-02-11|e8a39bfd-1098-4a2c-95df-ed1b0803788e|DAP|USD|12411.00|12411.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-18|f8ea20a8-3761-41f6-9788-2ba93cd118f5|DAP|USD|3723.30|3723.30|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002934|240||COVE224ZT7TP8|DAP| |0.00|0.00| | |38-2301785|METALTEC STEEL ABRASIVE COMPANY||||||2022-03-08 10:39:00|
3694|2011110|750|2022-02-02|06f6e606-23e2-480d-8d1e-3b529d8cf189|DAP|USD|1165.30|1165.30|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003056|240|2022-03-23|827ec6b9-44bf-482f-bb7f-92c1aba55021|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-24 12:18:06|
3694|2011109|750|2022-02-18|7548a210-9afe-462c-baf1-aa4990c17bcf|DAP|USD|3846.19|3846.19|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011110|750|2022-02-09|f24c3c2b-0cea-4a92-8e4e-996f53ef0f1c|DAP|USD|11342.86|11342.86|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|b0554eba-e706-46f4-a4cd-d1d1fffd5407|DAP|USD|2844.65|2844.65|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-14|e948e2dc-cb9b-4036-9626-ff829fb315bd|DAP|USD|22592.00|22592.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011119|750|2022-02-10|75418c38-4bab-46fd-8c8f-cfc1dde3397a|DAP|USD|8387.48|8387.48|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3995|2003804|240||COVE225129L88|DAP| |0.00|0.00| | |20-0048198|BORBOLLA METROLOGY INC.||||||2022-03-24 15:44:04|
3694|2011124|750|2022-02-02|f9ffd618-6f62-42cb-8a97-f11134045042|DAP|USD|21466.50|21466.50|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-04|beb76769-b635-45d0-a7f4-da027660ff87|DAP|USD|13253.40|13253.40|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|a80d927f-e99b-4d4e-8edc-82fbfdc6e1ba|DAP|USD|22530.78|22530.78|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003547|240||COVE2250HNBL4|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:36:05|
3694|2011123|750|2022-02-28|DEV-TRW-02-2022|DAP|USD|24404.06|24404.06|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-10 11:56:01|
3200|2001820|470|2022-03-10|fc339474-7e21-451a-8e58-386805fde780|DDP|USD|1508.12|1508.12|KOR| |1018116406|HYUNDAI MOBIS CO. LTD|TEHERAN-RO||203|06141|GANGNAM-GU|2022-03-11 13:53:09|
3694|2011108|750|2022-02-24|94f97dcd-96c2-4674-9f53-e865e770e64e|DAP|USD|593.82|593.82|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-14 17:30:03|
3694|2011110|750|2022-02-19|e92964d2-2efd-4c79-bf19-f7b7718ea93c|DAP|USD|3782.73|3782.73|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-23|2313ff6a-c985-40d5-967a-5a4ccb831789|DAP|USD|3027.36|3027.36|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-18|e1f96804-dd06-4681-88d4-aa724f20e4a9|DAP|USD|39186.87|39186.87|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011124|750|2022-02-28|cf26a67f-cd65-4a33-a71e-4331f56f6564|DAP|USD|46635.45|46635.45|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
